caseid,person_id,arrest_date,dispos_date,treat,re_arrest,prior_arrests
43511,2298,2012-12-03,2013-07-10,0,0,5
84632,2299,2012-06-06,2012-10-21,1,0,0
74101,2302,2013-04-26,2013-08-27,1,1,4
47819,2302,2013-06-26,2014-04-06,1,0,5
41482,2305,2012-06-02,2012-11-14,0,0,2
4134,2306,2012-09-18,2012-10-26,1,0,2
51379,2308,2012-09-04,2013-10-30,1,1,1
83986,2308,2013-04-30,2013-06-08,1,0,2
21043,2309,2012-02-22,2012-04-23,0,0,3
29256,2310,2012-09-20,2013-10-08,0,1,4
80615,2310,2012-09-28,2013-01-17,1,1,5
82613,2310,2012-10-08,2012-12-22,1,0,6
42527,2312,2012-12-05,2013-12-26,1,1,4
53442,2312,2013-08-22,2014-01-16,0,0,5
19832,2313,2012-02-07,2012-04-12,1,0,8
87310,2313,2012-08-12,2012-11-23,1,0,9
78915,2314,2012-08-06,2012-08-09,1,0,3
92791,2314,2013-01-19,2013-06-17,1,1,4
35988,2314,2013-02-02,2013-09-13,1,0,5
47085,2315,2012-01-09,2012-06-04,0,0,4
46124,2316,2012-01-02,2012-05-26,1,1,5
23176,2316,2012-02-23,2012-09-16,1,0,6
25043,2317,2012-01-15,2013-06-07,0,0,2
76474,2317,2013-10-11,2015-02-01,1,0,3
66597,2320,2012-11-24,2013-01-17,1,0,3
45335,2320,2013-05-15,2014-03-10,1,1,4
15910,2320,2013-07-03,2013-08-13,0,0,5
6655,2322,2013-10-15,2014-01-14,1,1,6
49347,2322,2013-10-18,2014-03-07,1,0,7
86874,2323,2013-08-01,2013-08-15,0,0,2
70865,2324,2012-12-15,2013-03-16,1,1,2
82826,2324,2012-12-22,2015-04-20,0,0,3
60498,2325,2012-03-28,2012-08-05,1,0,2
10967,2325,2012-08-22,2012-09-12,1,1,3
45701,2325,2012-09-07,2012-09-30,0,0,4
71752,2325,2013-05-09,2013-12-09,0,1,5
44409,2325,2013-10-28,2013-12-09,0,0,6
14104,2326,2012-08-25,2013-12-12,0,1,4
88805,2326,2013-05-29,2014-01-04,1,0,5
94802,2328,2013-06-02,2014-01-12,1,0,3
92547,2329,2012-07-14,2013-01-28,1,0,1
49111,2329,2013-10-01,2014-09-16,0,0,2
42319,2331,2013-09-24,2014-06-09,1,0,3
34979,2332,2013-03-31,2013-05-13,0,0,3
93590,2332,2013-08-27,2013-12-18,0,1,4
31497,2332,2013-08-31,2015-07-25,0,0,5
56909,2335,2012-06-21,2013-01-11,0,0,2
74432,2337,2012-03-25,2012-06-08,1,0,3
40174,2338,2013-10-19,2014-02-04,0,0,1
8947,2339,2013-04-02,2013-06-25,0,0,3
90564,2340,2012-12-16,2013-05-24,1,0,2
61584,2343,2013-07-24,2014-01-01,1,0,3
5125,2344,2012-11-03,2014-02-11,0,1,5
57743,2344,2013-09-02,2014-05-22,1,0,6
19620,2346,2012-04-17,2012-11-03,0,0,2
31783,2348,2012-10-16,2013-06-06,1,1,4
79717,2348,2012-12-08,2013-06-08,0,0,5
73419,2349,2013-02-22,2015-06-24,0,0,3
16897,2350,2012-10-27,2013-01-31,0,1,6
82302,2350,2013-01-13,2013-01-18,1,0,7
54605,2352,2012-03-25,2012-05-09,1,0,3
49578,2352,2012-09-07,2013-06-07,0,0,4
84376,2352,2013-09-14,2014-02-16,1,0,5
80530,2353,2012-06-26,2013-01-24,0,0,4
59184,2354,2013-01-31,2013-02-25,1,0,2
28512,2355,2012-08-13,2013-04-05,0,0,4
16930,2355,2013-04-21,2013-08-20,1,0,5
51253,2356,2012-01-18,2012-02-06,0,0,3
99771,2357,2012-07-28,2012-08-25,1,0,3
22886,2357,2013-06-20,2014-04-24,0,0,4
9359,2359,2013-07-22,2013-10-31,0,0,5
39542,2361,2013-04-20,2013-06-04,1,0,3
99167,2362,2012-11-06,2014-03-05,0,0,2
57213,2363,2012-03-25,2012-11-07,0,0,1
2541,2364,2012-04-26,2012-06-01,1,0,3
46593,2364,2013-10-12,2014-01-04,0,0,4
39957,2365,2012-03-01,2012-07-01,0,0,0
72034,2366,2012-12-19,2013-08-02,0,1,6
549,2366,2013-02-19,2013-03-13,1,0,7
47541,2368,2012-12-07,2013-04-07,0,0,3
54751,2371,2013-06-12,2013-07-22,0,1,2
26454,2371,2013-07-21,2013-08-19,0,0,3
13982,2372,2012-09-28,2013-01-04,0,1,6
88798,2372,2012-11-24,2013-01-27,1,0,7
63534,2373,2013-09-10,2014-03-22,1,0,2
93082,2374,2012-06-25,2012-08-07,0,0,1
40001,2374,2012-09-27,2013-02-07,0,0,2
61858,2375,2013-10-07,2014-07-18,1,0,5
97453,2376,2013-09-05,2014-03-28,0,0,3
61277,2377,2012-02-23,2012-08-17,1,1,1
14031,2377,2012-04-19,2012-05-27,0,0,2
54483,2377,2013-07-17,2013-08-12,0,0,3
99485,2377,2013-09-14,2014-04-15,1,0,4
71935,2378,2013-03-24,2013-07-21,1,1,4
77229,2378,2013-05-13,2014-06-10,0,0,5
49761,2380,2013-06-04,2014-06-04,1,0,2
92497,2381,2012-10-13,2013-05-18,0,0,2
31392,2381,2013-10-24,2014-01-09,1,0,3
86027,2383,2012-09-12,2013-03-14,0,0,2
6084,2386,2012-11-13,2013-12-31,0,0,1
68761,2387,2012-06-08,2012-07-24,1,0,1
76445,2387,2012-10-12,2013-02-01,0,0,2
1507,2389,2012-06-27,2012-11-28,1,0,2
41837,2390,2012-03-11,2012-03-14,0,0,2
13578,2391,2012-02-18,2012-07-30,0,0,0
53850,2393,2012-08-08,2012-09-27,1,0,2
58587,2394,2012-07-14,2014-01-27,1,1,3
52243,2394,2013-07-26,2015-01-06,1,1,4
443,2394,2013-08-18,2013-10-03,1,0,5
21843,2395,2012-05-04,2012-11-19,0,0,1
63341,2396,2012-05-07,2012-06-30,1,0,4
53547,2396,2013-08-10,2013-12-27,1,0,5
13047,2397,2013-03-29,2013-04-14,1,1,2
30063,2397,2013-04-05,2013-07-22,0,1,3
93866,2397,2013-05-30,2013-12-05,1,1,4
9223,2397,2013-05-31,2013-08-26,0,0,5
61060,2397,2013-09-12,2013-12-28,0,0,6
82015,2398,2012-05-30,2012-10-13,0,0,4
39591,2400,2013-04-21,2013-06-09,1,0,4
74788,2401,2012-07-06,2012-12-17,1,0,1
19558,2401,2013-06-20,2013-07-03,0,0,2
9203,2402,2013-07-12,2013-12-20,1,0,2
91757,2403,2012-04-01,2013-12-03,1,0,1
43651,2404,2013-04-27,2013-06-17,0,1,2
56309,2404,2013-04-28,2013-10-12,0,0,3
50576,2405,2013-08-28,2015-05-14,0,0,2
52690,2406,2012-10-07,2012-12-01,0,0,0
22669,2406,2012-12-30,2014-01-11,1,0,1
19344,2409,2012-06-12,2013-07-13,1,1,3
10638,2409,2013-03-27,2014-01-08,1,0,4
96914,2410,2012-11-27,2012-12-06,1,0,2
83316,2413,2012-11-06,2012-12-24,1,0,5
39225,2413,2013-01-30,2013-05-06,0,0,6
12610,2415,2012-02-03,2012-06-20,0,0,2
83946,2415,2012-06-27,2012-09-05,1,0,3
53432,2415,2012-09-18,2014-07-19,1,1,4
81884,2415,2012-12-04,2013-06-13,0,0,5
36454,2416,2013-01-16,2013-06-15,0,1,2
3075,2416,2013-02-28,2013-07-02,0,0,3
39531,2417,2012-06-10,2013-03-27,1,0,3
17395,2419,2012-11-13,2012-11-28,1,0,4
1690,2419,2013-04-22,2013-12-31,1,0,5
38160,2420,2013-09-11,2013-09-14,0,0,2
66839,2421,2012-05-07,2013-09-13,1,0,2
62651,2422,2012-07-16,2012-08-06,0,0,0
70894,2422,2012-09-03,2012-09-16,1,0,1
43529,2422,2013-02-10,2013-07-06,1,0,2
99267,2423,2013-03-18,2013-11-21,1,0,5
49584,2424,2012-11-19,2013-05-03,1,0,3
23884,2424,2013-06-01,2013-07-31,1,0,4
52073,2425,2012-04-29,2012-06-17,0,0,2
7506,2425,2012-09-01,2012-12-22,1,0,3
5052,2428,2012-04-11,2012-05-12,0,0,2
27891,2428,2012-05-18,2012-06-05,0,0,3
71723,2428,2013-09-29,2013-10-19,1,0,4
48526,2429,2013-04-30,2013-07-23,1,0,1
4346,2430,2012-11-20,2013-04-11,1,1,5
61228,2430,2012-12-04,2013-03-21,1,0,6
12314,2431,2013-02-08,2013-06-23,0,0,1
2606,2432,2012-05-26,2012-12-20,1,1,1
48886,2432,2012-08-03,2012-12-08,0,0,2
95252,2434,2013-08-11,2014-06-27,1,0,3
6802,2435,2012-11-25,2013-02-16,1,0,3
2233,2437,2013-06-06,2013-07-09,0,0,3
7437,2438,2013-07-20,2015-07-19,1,0,3
518,2439,2012-03-30,2012-04-13,1,0,2
29118,2439,2012-10-05,2012-12-23,0,1,3
14295,2439,2012-10-26,2012-11-21,1,1,4
127,2439,2012-11-05,2013-03-27,1,0,5
82042,2441,2012-06-03,2013-06-03,1,1,3
37031,2441,2013-01-16,2013-04-08,0,0,4
79131,2441,2013-05-02,2014-10-01,0,1,5
69498,2441,2013-05-13,2013-06-19,1,0,6
16583,2442,2012-09-19,2013-04-10,1,0,1
94382,2442,2013-04-17,2015-04-12,0,0,2
10364,2443,2012-03-07,2013-09-05,0,1,6
98327,2443,2013-04-12,2013-11-13,0,0,7
66471,2444,2013-10-21,2014-06-12,1,0,2
94827,2447,2012-06-24,2012-07-18,0,0,4
5712,2447,2012-12-29,2013-01-15,1,0,5
49413,2448,2012-01-19,2013-01-28,0,0,5
37389,2450,2012-12-09,2013-01-25,1,0,2
70611,2451,2012-07-09,2013-01-20,1,0,4
9195,2452,2012-03-02,2012-12-10,1,0,5
90335,2453,2012-12-21,2013-07-18,0,0,6
34774,2454,2013-05-14,2013-06-08,1,1,4
11080,2454,2013-06-07,2013-11-26,0,1,5
60117,2454,2013-08-04,2013-11-27,0,0,6
15153,2456,2012-08-07,2013-02-07,1,0,4
53716,2456,2013-06-26,2015-02-09,0,0,5
28242,2457,2012-08-04,2012-08-27,0,1,1
48449,2457,2012-08-26,2013-05-31,1,0,2
75659,2457,2013-10-16,2013-10-21,0,0,3
25357,2459,2012-03-18,2012-11-24,0,0,0
3279,2459,2013-05-26,2013-12-07,0,0,1
34659,2461,2012-02-01,2013-10-19,0,1,3
1884,2461,2013-03-31,2014-10-11,0,0,4
93586,2462,2012-08-07,2013-01-30,1,0,3
28388,2463,2012-03-08,2014-08-27,1,1,1
1059,2463,2013-05-11,2013-07-16,1,0,2
66851,2463,2013-10-11,2014-01-21,1,0,3
4129,2466,2012-11-12,2013-05-10,1,0,5
10604,2466,2013-07-30,2013-08-16,0,0,6
21722,2467,2013-01-18,2013-07-15,1,0,3
23749,2469,2012-03-26,2013-07-29,0,1,0
15481,2469,2012-10-06,2013-05-19,0,0,1
94898,2469,2013-09-07,2013-11-24,0,0,2
50522,2471,2012-06-08,2012-08-21,0,0,4
67522,2472,2012-06-04,2013-01-14,1,1,7
86203,2472,2012-11-26,2013-03-03,1,0,8
92666,2474,2013-03-19,2013-05-04,1,0,2
49509,2475,2013-03-30,2013-05-22,1,0,3
12293,2478,2012-11-25,2012-11-28,0,0,2
65037,2478,2013-05-19,2013-06-29,0,0,3
36021,2478,2013-09-13,2014-01-02,1,0,4
33259,2480,2013-04-05,2013-04-10,0,0,0
9267,2481,2012-02-14,2012-03-29,0,0,1
65583,2481,2012-04-23,2012-09-25,0,0,2
33562,2482,2012-07-24,2012-07-30,0,0,4
47905,2484,2012-09-12,2013-03-10,0,0,3
58001,2485,2012-03-18,2012-04-08,0,0,2
83581,2485,2013-06-12,2014-04-28,1,0,3
26893,2489,2013-08-08,2013-11-28,0,0,3
43604,2490,2013-07-21,2014-03-17,0,0,4
21895,2491,2012-06-01,2013-03-05,0,0,0
69577,2491,2013-06-29,2014-08-01,1,0,1
44244,2492,2013-03-10,2013-05-31,1,0,2
68233,2492,2013-09-08,2014-06-20,0,1,3
51754,2492,2013-09-17,2013-12-31,0,0,4
12380,2493,2012-10-13,2014-12-07,1,1,5
24516,2493,2013-01-23,2013-03-04,1,0,6
96236,2494,2012-04-13,2012-10-18,0,0,2
47266,2494,2013-06-27,2013-08-09,0,0,3
38979,2496,2012-09-30,2012-11-14,0,0,3
91910,2497,2012-10-22,2014-05-25,0,1,1
48998,2497,2013-06-26,2013-12-25,0,0,2
54730,2498,2013-04-29,2013-07-07,1,1,2
32553,2498,2013-07-05,2013-11-30,0,0,3
47267,2499,2012-10-10,2013-01-12,0,0,4
46491,2499,2013-10-11,2014-06-09,1,0,5
9027,2501,2012-05-24,2013-05-31,1,1,3
64608,2501,2012-06-28,2014-01-13,0,0,4
78650,2503,2012-02-02,2012-07-30,0,0,2
33936,2503,2013-01-19,2013-08-25,0,0,3
48404,2504,2012-07-11,2012-11-17,0,1,2
54049,2504,2012-11-04,2013-02-01,0,0,3
6962,2504,2013-08-01,2014-05-16,1,0,4
7754,2505,2013-10-18,2013-12-22,0,0,3
49972,2506,2013-04-11,2014-06-26,1,0,4
83855,2507,2012-04-04,2012-05-13,0,0,6
21260,2507,2012-11-20,2012-12-18,1,0,7
45883,2507,2013-10-22,2013-11-04,0,0,8
58059,2508,2012-10-26,2012-12-04,0,0,2
98616,2509,2013-08-07,2014-10-04,1,0,2
97083,2510,2013-02-24,2014-02-16,1,0,1
59450,2512,2012-03-05,2012-09-11,0,0,7
46071,2512,2012-09-18,2013-06-13,1,0,8
57924,2512,2013-08-13,2013-09-10,0,0,9
27511,2513,2013-02-06,2013-03-06,0,0,3
66781,2515,2012-10-01,2013-01-22,0,0,0
49528,2516,2012-05-24,2012-08-14,0,0,2
60290,2516,2013-07-05,2014-04-11,1,0,3
27695,2518,2012-01-24,2014-01-15,0,1,3
72207,2518,2012-12-06,2014-01-22,1,0,4
82538,2519,2013-04-07,2013-04-25,0,0,2
50301,2520,2012-10-28,2012-12-14,0,1,5
37312,2520,2012-11-03,2012-11-24,1,0,6
29825,2522,2012-07-28,2012-08-14,1,0,3
38782,2522,2013-02-21,2013-10-23,1,0,4
55730,2523,2013-02-28,2013-03-07,0,0,4
33750,2523,2013-09-18,2013-09-19,0,0,5
87909,2524,2013-07-05,2013-09-01,0,0,6
80692,2525,2013-05-06,2013-06-19,1,1,9
44044,2525,2013-05-14,2013-06-25,1,0,10
59969,2526,2013-05-28,2015-02-09,0,0,5
74232,2528,2013-04-21,2013-08-19,0,1,5
91213,2528,2013-06-29,2013-11-20,1,0,6
66620,2529,2012-10-11,2014-03-17,0,1,6
21081,2529,2013-10-25,2014-11-20,1,0,7
46746,2530,2012-08-04,2012-10-03,0,0,2
70263,2530,2013-10-20,2014-02-11,0,0,3
74778,2533,2012-05-02,2012-05-09,0,0,2
70686,2534,2012-04-26,2012-06-04,1,0,4
41750,2534,2012-08-30,2013-04-06,0,0,5
46155,2538,2013-06-22,2014-01-09,0,0,2
1045,2539,2012-09-12,2012-10-18,1,0,3
63229,2539,2013-05-29,2013-07-11,1,0,4
19159,2540,2012-06-16,2014-07-14,1,1,4
45900,2540,2013-04-11,2014-06-08,1,0,5
1033,2541,2012-03-14,2012-04-12,1,0,3
86044,2542,2013-10-07,2014-05-29,0,0,2
39840,2544,2012-07-01,2012-09-24,1,0,2
62667,2545,2012-07-31,2015-11-10,0,0,4
88166,2547,2012-02-21,2012-06-09,0,0,2
61463,2547,2013-01-19,2013-08-14,0,0,3
44629,2548,2012-05-10,2012-08-27,0,0,1
43682,2548,2012-12-06,2012-12-24,1,0,2
73406,2548,2013-08-25,2014-06-07,0,0,3
29737,2549,2012-03-06,2012-03-14,1,0,1
68718,2549,2012-05-05,2012-08-05,0,0,2
24030,2549,2013-05-21,2013-07-24,1,0,3
95307,2550,2012-04-22,2013-08-18,0,0,4
17529,2550,2013-08-19,2013-11-08,1,0,5
1314,2551,2013-07-03,2014-05-29,1,0,2
47427,2555,2012-11-13,2013-01-05,0,0,2
30148,2556,2012-06-11,2013-02-04,1,0,2
68227,2558,2013-01-31,2013-04-01,0,1,3
96381,2558,2013-02-03,2013-05-30,0,0,4
72256,2561,2012-09-14,2013-07-16,1,1,4
60672,2561,2013-01-10,2013-03-18,0,0,5
20022,2563,2013-01-05,2013-01-13,0,0,1
81128,2564,2013-02-10,2014-07-11,0,0,3
92655,2566,2012-05-16,2012-06-09,1,0,1
9021,2567,2012-04-30,2012-12-02,1,1,11
24588,2567,2012-11-12,2013-01-24,1,0,12
90873,2567,2013-07-15,2015-04-29,1,0,13
45259,2568,2013-05-24,2014-01-20,1,1,7
89235,2568,2013-07-19,2014-02-16,1,0,8
65943,2569,2012-07-29,2012-09-01,1,0,2
79241,2570,2012-08-18,2013-07-17,1,0,3
47417,2571,2013-08-17,2015-03-05,1,1,7
25448,2571,2013-09-21,2014-05-21,1,0,8
53492,2572,2013-03-11,2013-07-28,1,0,7
37810,2575,2012-08-22,2012-08-24,1,0,5
31957,2575,2012-09-03,2012-10-11,1,0,6
84595,2575,2013-07-07,2013-11-06,1,1,7
69990,2575,2013-10-11,2013-11-12,0,0,8
1109,2576,2012-06-30,2014-10-21,1,0,1
71881,2578,2012-12-16,2013-02-07,1,0,5
88013,2578,2013-09-20,2014-03-30,0,0,6
99044,2579,2012-04-12,2012-12-23,0,1,3
42624,2579,2012-08-03,2013-07-11,0,0,4
67354,2580,2013-07-29,2014-02-22,0,0,2
87270,2581,2012-07-23,2013-04-24,0,0,4
57052,2581,2013-09-02,2014-09-02,1,0,5
61036,2582,2012-01-18,2012-03-01,1,0,3
54166,2582,2013-02-19,2014-02-19,0,0,4
57435,2583,2012-11-09,2013-03-30,0,0,2
78105,2584,2013-01-22,2013-05-11,1,0,2
45429,2587,2012-02-27,2012-03-17,0,0,2
16196,2588,2013-01-23,2013-10-26,1,1,4
82141,2588,2013-05-01,2013-09-11,0,0,5
6805,2589,2013-01-04,2013-08-02,1,1,4
99316,2589,2013-03-09,2013-09-14,1,1,5
37333,2589,2013-03-26,2016-06-07,0,0,6
70978,2590,2013-09-05,2015-01-18,0,0,1
95239,2591,2012-10-10,2013-07-24,0,0,1
25321,2592,2012-01-27,2012-09-24,1,0,5
15063,2592,2012-09-26,2012-10-25,1,0,6
43311,2593,2012-09-25,2013-05-26,1,0,4
78193,2593,2013-06-18,2014-05-04,0,0,5
94447,2594,2012-11-26,2013-05-15,0,1,5
59992,2594,2013-04-10,2013-07-10,1,0,6
17265,2595,2013-05-13,2013-05-24,0,0,2
73538,2596,2012-08-18,2013-05-11,0,0,2
68648,2596,2013-07-07,2013-12-30,1,0,3
10000,2597,2012-01-24,2012-04-28,1,0,2
27409,2598,2012-05-15,2012-12-08,1,1,5
14290,2598,2012-08-21,2013-05-23,0,1,6
79932,2598,2012-08-31,2012-09-17,1,0,7
62741,2601,2012-06-20,2012-11-23,1,0,1
4590,2604,2012-09-12,2013-04-11,0,1,2
79209,2604,2013-03-07,2013-05-27,1,0,3
80263,2605,2013-03-08,2013-04-16,1,1,1
52867,2605,2013-03-14,2015-08-08,0,0,2
38516,2607,2013-07-24,2013-11-21,0,0,3
73082,2610,2012-05-23,2012-09-01,0,0,2
79379,2611,2012-12-17,2013-05-26,0,0,0
2844,2612,2012-03-20,2012-07-27,1,1,3
70981,2612,2012-06-29,2012-12-30,1,0,4
99522,2613,2013-07-01,2013-12-25,1,1,3
84332,2613,2013-07-10,2014-01-12,0,0,4
97115,2614,2012-02-01,2013-01-17,0,0,2
42121,2616,2012-10-25,2013-01-01,0,0,7
53517,2617,2013-05-09,2013-09-30,1,0,4
90087,2618,2012-02-21,2013-04-20,0,0,4
72722,2620,2012-07-30,2013-11-23,0,1,2
19162,2620,2013-06-01,2014-03-20,1,1,3
28407,2620,2013-10-19,2013-11-30,0,0,4
76233,2621,2012-04-23,2012-05-09,0,0,2
36364,2621,2012-07-23,2013-01-12,1,0,3
56461,2623,2012-06-30,2012-08-29,1,0,0
87977,2624,2012-01-27,2013-07-22,1,1,4
45636,2624,2013-07-11,2013-07-26,1,0,5
6922,2627,2012-08-27,2013-06-30,0,0,2
25185,2628,2012-04-11,2013-04-25,1,0,5
18616,2629,2013-08-09,2013-09-20,0,0,2
57061,2630,2013-09-02,2013-10-16,0,0,3
96943,2631,2013-10-16,2014-03-18,0,0,2
78272,2633,2013-03-28,2013-09-23,1,0,4
14485,2634,2012-12-20,2013-08-11,0,0,1
29811,2635,2012-03-15,2012-06-29,0,0,3
29734,2635,2012-09-25,2013-08-20,1,1,4
89229,2635,2013-05-31,2013-06-14,0,0,5
39176,2635,2013-08-19,2014-11-22,1,0,6
2079,2636,2012-01-02,2012-02-10,0,0,2
88636,2637,2012-04-12,2012-12-22,0,0,1
14490,2637,2013-05-13,2013-05-27,0,0,2
29052,2637,2013-07-02,2014-02-12,0,0,3
74548,2638,2012-02-03,2013-02-12,1,0,7
42645,2638,2013-09-19,2013-11-04,1,0,8
46927,2639,2012-07-01,2013-07-04,0,1,6
78271,2639,2013-06-22,2013-09-30,1,0,7
59970,2640,2013-07-11,2014-01-08,0,1,3
36614,2640,2013-08-14,2013-10-31,0,1,4
36746,2640,2013-10-15,2013-12-30,1,0,5
55370,2642,2012-01-16,2012-03-16,0,0,6
61361,2643,2012-02-10,2012-12-13,1,1,6
88532,2643,2012-09-16,2012-12-15,0,0,7
68398,2644,2013-08-04,2014-03-12,1,0,0
84022,2645,2012-05-18,2013-03-15,0,1,3
78581,2645,2012-09-19,2012-12-29,1,0,4
77536,2646,2013-03-16,2013-04-04,1,0,1
89599,2647,2012-06-16,2013-08-19,0,0,0
46418,2651,2012-08-20,2013-05-14,0,1,4
73490,2651,2013-01-14,2014-05-07,0,0,5
12804,2652,2012-06-27,2012-09-11,1,1,8
30391,2652,2012-09-04,2012-10-29,1,1,9
67760,2652,2012-09-13,2013-02-15,1,1,10
9613,2652,2012-11-03,2013-01-04,1,0,11
19420,2653,2013-10-03,2014-10-25,1,0,3
70073,2654,2012-02-27,2012-05-20,1,0,5
78583,2654,2013-04-26,2013-05-21,1,0,6
17022,2655,2012-10-14,2013-05-17,1,0,2
64409,2656,2012-07-19,2012-07-22,1,0,2
37234,2656,2013-09-14,2014-02-03,0,0,3
57809,2657,2012-01-10,2012-08-11,0,1,2
7160,2657,2012-04-15,2012-09-05,0,1,3
89074,2657,2012-07-12,2013-06-23,0,1,4
98331,2657,2013-03-05,2013-04-05,1,0,5
92995,2657,2013-07-29,2013-08-27,1,0,6
52063,2660,2012-09-10,2012-11-17,0,0,0
62800,2662,2012-02-13,2012-08-06,0,0,2
57013,2664,2012-05-01,2012-05-31,1,0,4
9573,2665,2012-06-22,2012-06-23,1,0,2
86836,2665,2013-05-20,2013-07-02,0,1,3
84101,2665,2013-06-04,2014-04-29,1,0,4
82504,2667,2013-06-20,2013-10-31,1,1,4
21106,2667,2013-08-08,2014-08-30,1,1,5
93162,2667,2013-09-03,2016-01-21,1,0,6
98482,2668,2012-05-18,2012-07-29,0,0,0
60599,2669,2012-05-04,2012-09-22,0,1,1
9628,2669,2012-07-09,2013-08-30,0,0,2
63715,2670,2013-03-30,2013-08-12,1,0,3
46912,2671,2012-08-18,2013-05-02,0,0,0
71903,2672,2012-06-03,2012-07-28,1,0,2
10618,2672,2013-04-07,2013-08-17,0,1,3
6727,2672,2013-07-11,2014-03-17,0,0,4
33867,2673,2012-09-02,2012-10-09,0,0,2
64570,2673,2013-01-06,2013-08-11,1,1,3
44039,2673,2013-01-21,2013-07-13,0,0,4
46350,2673,2013-07-24,2014-12-09,0,0,5
63274,2675,2012-09-18,2013-03-03,0,0,2
62384,2675,2013-09-30,2014-01-14,0,1,3
23724,2675,2013-10-07,2014-01-30,0,0,4
36988,2676,2012-07-08,2012-08-14,0,0,3
56148,2676,2012-10-22,2013-02-22,1,0,4
426,2677,2013-01-31,2014-03-14,0,0,4
90263,2678,2012-03-04,2012-07-26,1,1,4
64370,2678,2012-03-15,2012-06-30,0,0,5
19192,2678,2013-05-14,2013-10-09,1,0,6
55043,2679,2012-04-30,2012-05-04,1,0,4
57827,2680,2012-09-29,2012-11-11,0,0,1
50335,2680,2013-07-14,2015-08-03,1,0,2
43513,2681,2013-06-24,2013-09-11,0,0,1
21592,2683,2013-09-24,2014-03-08,0,0,1
72184,2684,2012-07-24,2014-06-13,1,0,5
16467,2685,2012-01-12,2012-12-18,1,1,7
51494,2685,2012-11-29,2013-06-20,1,0,8
23357,2686,2012-04-26,2012-10-26,0,0,3
47067,2687,2013-10-05,2014-05-06,1,0,4
7147,2688,2013-09-09,2015-07-01,0,0,4
56134,2690,2012-06-21,2013-10-05,0,0,1
6529,2691,2012-06-08,2012-09-22,0,0,1
71518,2691,2012-10-03,2012-10-18,0,0,2
89792,2692,2012-06-24,2012-12-02,0,1,3
48190,2692,2012-08-11,2013-03-09,1,0,4
78060,2694,2012-01-14,2013-04-11,1,1,10
66879,2694,2012-04-04,2013-06-24,1,1,11
71143,2694,2012-05-14,2013-01-25,1,1,12
15631,2694,2012-11-10,2013-07-27,1,1,13
33493,2694,2013-01-13,2013-06-19,1,0,14
20075,2695,2012-01-11,2012-02-06,0,0,2
64844,2696,2012-03-28,2012-05-04,1,0,6
71945,2696,2013-09-13,2013-10-09,1,0,7
13865,2697,2012-10-06,2013-01-05,0,0,4
55475,2697,2013-03-18,2015-06-08,0,0,5
42211,2699,2012-03-12,2012-09-19,0,0,0
55210,2699,2012-10-10,2013-10-20,0,0,1
33762,2701,2013-09-24,2014-08-13,1,0,3
23436,2702,2012-07-24,2013-03-15,1,0,3
62361,2703,2013-01-08,2013-09-29,1,1,6
12624,2703,2013-02-03,2013-03-03,1,0,7
35048,2704,2012-02-25,2012-11-04,0,1,1
45567,2704,2012-03-29,2012-12-13,0,0,2
16028,2704,2013-02-27,2013-05-13,0,0,3
82600,2704,2013-07-24,2013-12-04,1,1,4
66762,2704,2013-08-15,2013-08-17,1,0,5
9895,2705,2012-12-13,2013-07-09,1,1,3
91793,2705,2013-01-27,2013-02-18,0,0,4
97357,2706,2012-08-20,2012-10-30,0,0,2
88629,2706,2012-11-07,2012-12-27,1,0,3
46146,2707,2012-04-23,2012-08-29,1,0,3
58462,2708,2012-02-08,2012-04-04,1,0,1
49434,2708,2012-08-05,2014-07-18,0,1,2
68368,2708,2012-08-20,2014-09-02,0,1,3
47889,2708,2013-07-18,2013-08-29,1,0,4
89721,2709,2012-06-12,2012-11-04,0,1,4
79102,2709,2012-06-28,2012-11-01,1,0,5
1396,2709,2013-07-29,2013-09-15,1,1,6
50443,2709,2013-09-14,2013-11-03,1,0,7
39250,2711,2013-09-30,2013-11-30,0,0,2
70827,2712,2013-09-23,2013-09-27,0,0,2
90402,2714,2012-09-09,2013-11-09,0,0,1
3649,2715,2012-08-01,2012-09-03,0,0,3
41784,2715,2012-11-23,2013-06-29,0,0,4
63464,2716,2012-06-15,2014-05-14,0,1,3
12167,2716,2012-12-12,2013-03-15,0,1,4
87080,2716,2013-02-18,2013-04-04,0,0,5
53038,2718,2013-01-29,2013-04-03,0,0,1
31674,2718,2013-07-26,2014-09-03,0,1,2
32402,2718,2013-10-19,2014-07-30,1,0,3
28074,2720,2012-04-08,2012-06-27,0,0,4
85965,2720,2013-06-12,2014-11-21,1,0,5
26706,2721,2013-06-11,2013-12-15,0,0,1
49081,2722,2012-11-10,2012-12-01,0,0,2
316,2723,2013-10-01,2013-11-04,0,0,4
7977,2724,2013-10-09,2013-12-02,1,0,1
31603,2725,2013-05-18,2013-11-05,0,0,3
98516,2726,2012-09-22,2014-05-14,1,1,5
33082,2726,2013-02-12,2013-03-12,1,0,6
19609,2727,2012-02-01,2015-07-31,1,1,5
36345,2727,2013-03-16,2014-10-21,1,0,6
18057,2728,2012-02-10,2012-07-25,1,0,6
76249,2728,2013-08-27,2014-05-16,1,1,7
58932,2728,2013-08-30,2014-03-13,0,0,8
67240,2729,2012-06-09,2013-06-10,1,0,4
